,Feature 1,Feature 2,Label
0,0.10947806357786813,-0.16810862833834694,B
1,-0.5901305855936363,-0.15359436848829222,B
2,0.15711730556402698,0.0598494007999101,A
3,-0.6230956759373956,-0.6389643009613258,B
4,-0.2965981106526355,0.3150152925497977,B
5,-0.4989294934503101,-0.4069018258685253,B
6,0.9499999999999996,0.4453152763616356,A
7,-0.5203931839333313,-0.6926913346759489,B
8,-0.4416228428093328,-0.4254130575985317,B
9,-0.05454123255713966,-0.4195009948153391,A
10,0.4086774404520794,-0.2469017525431965,A
11,0.006048170724457304,-0.4169500681316785,A
12,0.0877318646294187,-0.15809073870562962,B
13,-0.3579409423333446,-0.7573688842407541,B
14,-0.06186495424997469,-0.602030678251398,A
15,0.2980282781889518,-0.03669219771662378,A
16,0.6158718933686429,-0.3412194943826513,A
17,-0.3640227486657079,0.6886789103179367,B
18,0.4626457818919025,-0.430153007698854,A
19,-0.4295328827086524,-0.35192588587243745,B
20,0.20170953121691365,-0.2987213313762551,A
21,0.3053494076144489,0.2808652608454929,A
22,-0.1820934383882497,-0.1730676735119069,B
23,-0.09430147293752704,0.55499873610792,B
24,-0.3541644207140279,-0.3259786849380528,B
25,0.12331348222290885,-0.2537527544924342,B
26,0.1217889131487808,-0.4477987870453656,A
27,-0.8309840240332271,0.1386264418094914,B
28,0.1867530297476183,0.6269211444173128,A
29,0.23774693880260594,-0.2160436959800812,A
30,0.012801363069007594,-0.1030683509216106,B
31,-0.5878861403398804,0.2328264988885221,B
32,-0.3398113821628947,0.4240285307662523,B
33,0.5042446349049341,-0.09850316106583526,A
34,0.318479885767029,-0.013781834521289074,A
35,-0.2418594051815915,0.39068350258523615,B
36,-0.34905506234865685,0.6505159498580775,B
37,-0.2497665092210855,-0.12806582596273375,B
38,0.11487393189331152,-0.06773949975863039,B
39,0.2102966611239516,0.5755066198174019,A
40,0.15305978533381898,0.7325769433944297,A
41,-0.64699854586536,0.018048880369660784,B
42,-0.3827653760766059,0.3548330210142063,B
43,0.3418420353658708,-0.4627536831861518,A
44,-0.2550592112375889,0.11084073516816426,B
45,0.4177180808642244,-0.042108429237185815,A
46,-0.4553743756074005,0.17402678829830007,B
47,0.5452251677166707,0.008910345226054106,A
48,-0.29653573666214106,0.3661590137790332,B
49,-0.17168604616556615,0.0015750057397306144,B
50,0.4924699568984198,-0.4044608772342743,A
51,0.35105067806941465,-0.2608176411029217,A
52,0.006584557979292714,-0.3454182288402149,A
53,0.4214363508656316,-0.3654395098108466,A
54,0.4847556745554711,0.14582740551191242,A
55,-0.6523967591559989,0.027021928399459445,B
56,-0.5510529790729484,0.4472561911959871,B
57,-0.1854412189540345,-0.5455962887093978,A
58,0.3697203651739515,0.12483846146953365,A
59,0.6182795750009445,0.030488909316737745,A
60,0.5821798500140153,-0.1635267689917007,A
61,0.5365860553821745,0.03455681144291711,A
62,0.3638688460818393,-0.21007430285900994,A
63,-0.4448887226875336,0.5236598899491295,B
64,-0.2957429892233289,-0.6043748285383154,B
65,-0.5435987642983735,0.07105290682341321,B
66,-0.19289551499374574,-0.6435573123285181,A
67,-0.1603581446271734,-0.492746266992733,A
68,0.5532382717894155,-0.165076075495336,A
69,-0.1657152973108954,0.4836664727413663,B
70,0.004529342640110359,0.44071471602091794,B
71,0.3689860510101873,-0.06377325099333596,A
72,-0.3335556516160206,0.014701780192545559,B
73,-0.3535662153864852,-0.06943040453717629,B
74,-0.03369163720415255,-0.11870204223940058,B
75,0.2922314999190455,-0.3650446405223305,A
76,0.1660838629562084,0.6493853880854553,A
77,-0.2369667952232211,-0.4040754495375443,B
78,-0.2681280416625569,0.3580567274924335,B
79,-0.5066335191765332,0.1896587108282842,B
80,-0.5234797715173232,0.1937344673012276,B
81,-0.21617044167008112,0.2161438180441193,B
82,-0.5320105553042355,0.5151059395793304,B
83,0.3084111877564772,-0.4901998620099705,A
84,-0.5688638439314856,0.16891848395558695,B
85,-0.5501763281180237,-0.33706866221499066,B
86,-0.025823357366562147,-0.05380214069415338,B
87,0.2572822819358391,-0.6321153071698559,A
88,-0.5740370569135697,-0.41289154098213054,B
89,0.3725961219369597,0.00671808510927762,A
90,-0.40075173114047,0.4428199771014757,B
91,-0.15100252435069011,0.6197120284723656,B
92,0.4444658544484909,0.31542247772888204,A
93,-0.3648510732980085,-0.5521224209026157,B
94,0.36083536585142,0.3000614418472089,A
95,-0.6202067137302008,0.2986686042880706,B
96,0.22469588066577498,0.6624873031726698,A
97,0.5103636996156028,-0.09946942480338432,A
98,0.4210348920971229,-0.729949831133218,A
99,-0.2210309540675627,0.5171795440631298,B
100,0.2851155071687829,-0.4969324756823739,A
101,0.9437079181153863,0.38083882637269895,A
102,0.31078368181419297,-0.6625855412208569,A
103,0.7175936628204825,0.386310549606192,A
104,0.17582169979657766,-0.6273763416894479,A
105,-0.5873129817751316,-0.01995869687279886,B
106,-0.8610156931863876,-0.2579508661090752,B
107,0.16127930628199524,-0.5609696348881541,A
108,0.061569725720580525,-0.542975486934445,A
109,0.8462013085562032,0.4554855719965796,A
110,-0.09254279090841536,-0.013156657363732498,B
111,0.2696230271273349,-0.05243127637661715,A
112,-0.1245308088074337,0.0017864397400646356,B
113,0.35522456799213703,0.5915823187100956,A
114,0.5466358970120494,-0.09612192475592923,A
115,-0.5569947814083055,0.5971469769171709,B
116,-0.2426790367702629,0.10754823469468867,B
117,-0.26854334723775475,-0.3272716805958927,B
118,0.3357179250263935,-0.3949783702278013,A
119,-0.3035493377227201,-0.07808274266836207,B
120,-0.3712635764722333,0.6639303813910242,B
121,-0.4724525568849075,0.15216231320535928,B
122,-0.5331988622154669,0.3802724314795816,B
123,0.7140649280109644,0.3358950784801223,A
124,0.12242774347725152,-0.40841124948802016,A
125,-0.32310544303125177,0.536451473473731,B
126,-0.3064155616789464,-0.33539996402456185,B
127,0.7116465271977304,0.2591795676783156,A
128,0.4751161934224492,0.08995621747415977,A
129,-0.3334116257751471,-0.4389798030514007,B
130,-0.95,0.1791222475346935,B
131,-0.2801947611702612,-0.06935187565123778,B
132,-0.18253304342068846,0.4523754092375734,B
133,0.8268384238379107,0.4368849742104491,A
134,0.27747116419126594,-0.6621802994219212,A
135,0.1035926624236729,0.5771305151143424,A
136,0.527862955982862,-0.2876321369585295,A
137,-0.4124613637178145,0.35864789518751844,B
138,0.1437036820506662,0.5442571546753816,A
139,0.2773396659873603,0.5431178707781451,A
140,-0.4504296478650958,0.18289013985823235,B
141,0.1459634302164669,-0.4804333595401573,A
142,-0.5597309999441316,0.007865430036915158,B
143,0.5726080962601751,-0.04598575103255043,A
144,-0.4900432017581792,-0.7673622957392034,B
145,-0.4570949534062185,-0.2245985528790081,B
146,-0.03644853109989521,-0.15055228313041513,B
147,-0.4713593676428816,-0.5411488265934168,B
148,-0.7776527590180906,-0.19766355057715065,B
149,-0.03873146803122324,-0.3377399891725322,A
150,0.5137216617889051,-0.17598387023054302,A
151,0.30922791935053473,0.5578874169572923,A
152,0.3637099327367202,0.3840364677483337,A
153,0.39116789347118014,-0.1934530560254556,A
154,-0.4280890087968088,-0.4825880263053949,B
155,0.3205024402091156,0.4673778120850232,A
156,-0.0746973809743979,0.021382207931966296,B
157,0.4654100720341986,0.2525252512843704,A
158,-0.37488272659553457,-0.237273614533779,B
159,-0.40653294832475817,0.7602588576394715,B
160,0.3982285660044279,-0.18909212453418828,A
161,0.10605462607759736,-0.4653559375480173,A
162,0.2353715598648893,0.000548656589669988,A
163,0.040810415615497794,-0.6391626686851606,A
164,-0.02285653545802275,-0.521178493894914,A
165,0.5360481185912199,-0.05518250324759051,A
166,0.350341937205484,0.060321177493159836,A
167,0.22182354419448108,-0.33486144679826624,A
168,-0.2718560961948627,-0.034085009013633316,B
169,-0.37497290539629496,0.2477976302569867,B
170,-0.3807297552777376,0.13920051113308365,B
171,-0.4403331368970336,-0.7212574978948039,B
172,0.3720435860777784,-0.480075327162663,A
173,-0.5861622436754889,-0.06528722793053005,B
174,-0.3670838421901305,-0.7394202187704345,B
175,0.14499754975054946,-0.18475441111876256,B
176,-0.3688354241743019,0.4907437463182174,B
177,0.1428515878429592,-0.6985860728046751,A
178,-0.2050538956546562,-0.018361779445467845,B
179,0.2845217522991648,0.4923524553067629,A
180,-0.22190633959629866,0.09335128273281516,B
